Time,UUID,RSSI,Name
1593893389.1607199,700A2453-5C75-CF15-68A9-B05B34FFAAF5,-95,?
1593893389.163289,700A2453-5C75-CF15-68A9-B05B34FFAAF5,-95,?
1593893389.184033,06423FB7-5588-1688-DA8B-D36C6A23B269,-98,?
1593893389.186691,06423FB7-5588-1688-DA8B-D36C6A23B269,-98,?
1593893389.1920729,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.1947742,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.221786,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-49,Rob's iPhone 6s+ (A1634)
1593893389.224839,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-49,Rob's iPhone 6s+ (A1634)
1593893389.2304459,85B193EB-E538-7D42-9716-1ED1324CD8B5,-100,?
1593893389.2854009,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893389.288237,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893389.2912478,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-49,Rob's iPhone 6s+ (A1634)
1593893389.2932,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-49,Rob's iPhone 6s+ (A1634)
1593893389.295043,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893389.296311,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893389.4156132,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-49,Rob's iPhone 6s+ (A1634)
1593893389.418257,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-49,Rob's iPhone 6s+ (A1634)
1593893389.423716,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-96,Apple TV HD (5)
1593893389.425725,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-96,Apple TV HD (5)
1593893389.487743,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-84,[TV] Samsung 6 Series (43)
1593893389.4906158,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-85,[TV] Samsung 6 Series (43)
1593893389.547308,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.549951,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.5828319,573548B2-440F-39E4-6F2E-C7ABDE070D96,-88,Red Green
1593893389.599016,BD42929A-222E-0166-01E9-BFB731C3C45A,-94,?
1593893389.601558,BD42929A-222E-0166-01E9-BFB731C3C45A,-94,?
1593893389.605269,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-97,Apple TV HD (5)
1593893389.608218,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-96,Apple TV HD (5)
1593893389.610987,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-92,[TV] Samsung 6 Series (43)
1593893389.613624,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-50,Rob's iPhone 6s+ (A1634)
1593893389.615436,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-50,Rob's iPhone 6s+ (A1634)
1593893389.637706,D6AD10BA-C9D3-C866-FFB3-0D2D3C4FD5DF,-90,?
1593893389.70292,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.7057219,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.732091,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.73486,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.7614841,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-50,Rob's iPhone 6s+ (A1634)
1593893389.764158,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-50,Rob's iPhone 6s+ (A1634)
1593893389.7734718,573548B2-440F-39E4-6F2E-C7ABDE070D96,-88,Red Green
1593893389.776208,573548B2-440F-39E4-6F2E-C7ABDE070D96,-88,Red Green
1593893389.783047,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-92,[TV] Samsung 6 Series (43)
1593893389.787194,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-94,Apple TV HD (5)
1593893389.7904181,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-95,Apple TV HD (5)
1593893389.792768,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-50,Rob's iPhone 6s+ (A1634)
1593893389.7942681,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-50,Rob's iPhone 6s+ (A1634)
1593893389.828449,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-92,[TV] Samsung 6 Series (43)
1593893389.831191,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-50,Rob's iPhone 6s+ (A1634)
1593893389.833962,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-49,Rob's iPhone 6s+ (A1634)
1593893389.836035,E8FDDE98-2D99-1898-5E3C-87B3463EEB85,-95,?
1593893389.837698,E8FDDE98-2D99-1898-5E3C-87B3463EEB85,-96,?
1593893389.888701,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.8919048,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-47,Rob's iPhone 6s+ (A1634)
1593893389.952292,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-49,Rob's iPhone 6s+ (A1634)
1593893389.955144,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-49,Rob's iPhone 6s+ (A1634)
1593893389.958301,573548B2-440F-39E4-6F2E-C7ABDE070D96,-89,Red Green
1593893389.9605699,573548B2-440F-39E4-6F2E-C7ABDE070D96,-89,Red Green
1593893389.9677892,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-96,Apple TV HD (5)
1593893389.970299,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-95,Apple TV HD (5)
1593893390.030129,53C99B78-3945-F27C-8813-98B88A1442D2,-96,?
1593893390.0788589,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-46,Rob's iPhone 6s+ (A1634)
1593893390.0804582,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-46,Rob's iPhone 6s+ (A1634)
1593893390.1222181,DF5A9153-DF9A-660A-8B91-0DBD4AEB8768,-94,?
1593893390.12553,DF5A9153-DF9A-660A-8B91-0DBD4AEB8768,-94,?
1593893390.134506,573548B2-440F-39E4-6F2E-C7ABDE070D96,-90,Red Green
1593893390.1372042,573548B2-440F-39E4-6F2E-C7ABDE070D96,-91,Red Green
1593893390.139965,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-48,Rob's iPhone 6s+ (A1634)
1593893390.1425529,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-48,Rob's iPhone 6s+ (A1634)
1593893390.148965,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-96,Apple TV HD (5)
1593893390.1509361,4D314E4A-7B84-FDFE-42AD-E956A8185FC5,-96,Apple TV HD (5)
1593893390.1896,D6AD10BA-C9D3-C866-FFB3-0D2D3C4FD5DF,-90,?
1593893390.242303,700A2453-5C75-CF15-68A9-B05B34FFAAF5,-94,?
1593893390.245059,700A2453-5C75-CF15-68A9-B05B34FFAAF5,-94,?
1593893390.3235512,573548B2-440F-39E4-6F2E-C7ABDE070D96,-90,Red Green
1593893390.3263788,573548B2-440F-39E4-6F2E-C7ABDE070D96,-90,Red Green
1593893390.371171,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-87,[TV] Samsung 6 Series (43)
1593893390.3741431,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-87,[TV] Samsung 6 Series (43)
1593893390.392201,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-88,[TV] Samsung 6 Series (43)
1593893390.394868,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-88,[TV] Samsung 6 Series (43)
1593893390.5093699,573548B2-440F-39E4-6F2E-C7ABDE070D96,-88,Red Green
1593893390.512152,573548B2-440F-39E4-6F2E-C7ABDE070D96,-88,Red Green
1593893390.552753,D6AD10BA-C9D3-C866-FFB3-0D2D3C4FD5DF,-89,?
1593893390.558532,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893390.56139,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893390.577114,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-87,[TV] Samsung 6 Series (43)
1593893390.57991,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893390.660754,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893390.663315,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893390.677229,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893390.679883,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893390.6891708,BD42929A-222E-0166-01E9-BFB731C3C45A,-88,?
1593893390.759767,74CD5FB8-8B74-8D10-1B68-324EC0EEF5A8,-98,?
1593893390.762457,74CD5FB8-8B74-8D10-1B68-324EC0EEF5A8,-97,?
1593893390.765098,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-88,[TV] Samsung 6 Series (43)
1593893390.76757,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-88,[TV] Samsung 6 Series (43)
1593893390.769779,53C99B78-3945-F27C-8813-98B88A1442D2,-94,?
1593893390.77547,CE681637-7835-8905-9BF5-586C1052F98A,-96,?
1593893390.77804,CE681637-7835-8905-9BF5-586C1052F98A,-96,?
1593893390.858097,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-84,[TV] Samsung 6 Series (43)
1593893390.8607411,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-84,[TV] Samsung 6 Series (43)
1593893390.926525,E8FDDE98-2D99-1898-5E3C-87B3463EEB85,-96,?
1593893390.9292579,E8FDDE98-2D99-1898-5E3C-87B3463EEB85,-96,?
1593893390.9651442,BD42929A-222E-0166-01E9-BFB731C3C45A,-93,?
1593893390.967822,BD42929A-222E-0166-01E9-BFB731C3C45A,-92,?
1593893391.083904,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-88,[TV] Samsung 6 Series (43)
1593893391.086532,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893391.0888128,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-86,[TV] Samsung 6 Series (43)
1593893391.1055222,D6AD10BA-C9D3-C866-FFB3-0D2D3C4FD5DF,-88,?
1593893391.157182,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-88,[TV] Samsung 6 Series (43)
1593893391.160116,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-88,[TV] Samsung 6 Series (43)
1593893391.262157,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-91,[TV] Samsung 6 Series (43)
1593893391.264688,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-92,[TV] Samsung 6 Series (43)
1593893391.274821,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-92,[TV] Samsung 6 Series (43)
1593893391.277807,E394F51E-9C28-9FE2-5EC9-D7013EF54F7F,-92,[TV] Samsung 6 Series (43)
1593893391.284625,3F669AF8-C8AF-8DE8-F29D-F009CC7BA0AF,-53,Rob's iPhone 6s+ (A1634)
